"^2THR ^3Daniel ^s1 "6
307.161 -391.075 148.942 0
298.881 -397.404 151.194 0
290.432 -403.698 153.204 0
281.863 -410.12 155.292 0
273.21 -416.669 157.368 0
264.176 -422.745 158.818 0
255.122 -429.16 160.829 0
245.893 -435.567 162.784 0
236.476 -441.934 164.674 0
226.586 -447.424 165.674 0
216.757 -453.523 167.498 0
206.625 -459.187 168.629 0
196.329 -464.884 170.288 0
185.799 -470.375 171.837 0
174.924 -475.115 172.694 0
163.872 -479.895 174.133 0
152.557 -484.284 175.452 0
140.988 -488.233 176.704 0
129.357 -491.533 176.265 0
117.469 -494.568 177.319 0
105.371 -496.966 178.044 0
93.0959 -498.615 178.824 0
80.8469 -500.147 179.264 0
68.3998 -500.802 179.868 0
55.8931 -501.193 180.945 0
43.3 -501.027 181.912 0
30.6736 -501.136 182.747 0
17.9578 -500.646 183.845 0
5.19499 -500.286 184.691 0
-7.63426 -499.404 185.746 0
-20.488 -498.589 186.438 0
-33.4128 -497.372 187.504 0
-46.4023 -496.402 188.459 0
-59.4553 -495.05 189.525 0
-72.5114 -493.823 190.217 0
-85.6691 -492.318 191.305 0
-98.8372 -490.823 191.964 0
-112.108 -489.206 193.052 0
-125.413 -487.77 193.645 0
-138.809 -486.266 194.623 0
-152.221 -484.761 195.073 0
-165.72 -483.261 196.073 0
-179.291 -481.835 197.007 0
-192.925 -480.419 198.029 0
-206.42 -478.141 198.589 0
-220.147 -476.546 199.622 0
-233.859 -474.653 199.984 0
-247.677 -472.908 200.907 0
-261.443 -470.639 201.335 0
-275.09 -467.797 201.017 0
-288.632 -464.398 201.193 0
-301.95 -460.213 201.138 0
-314.81 -454.964 200.325 0
-327.3 -448.912 199.644 0
-339.305 -442.006 199.413 0
-350.766 -434.277 198.853 0
-361.358 -425.547 197.886 0
-371.417 -416.203 197.556 0
-380.316 -405.86 196.392 0
-388.642 -395.059 196.392 0
-395.965 -383.601 196.095 0
-402.665 -371.744 196.26 0
-408.443 -359.439 196.183 0
-413.593 -346.82 196.534 0
-418.074 -333.937 196.545 0
-421.633 -320.768 196.622 0
-424.335 -307.359 196.161 0
-425.712 -293.805 195.612 0
-426.003 -280.252 195.051 0
-424.823 -266.806 193.986 0
-422.553 -253.673 191.074 0
-419.399 -240.9 188.328 0
-415.123 -228.715 184.427 0
-410.647 -216.981 177.55 0
-406.855 -205.574 169.794 0
-404.079 -194.325 163.477 0
-402.495 -183.158 160.247 0
-402.165 -172.099 158.467 0
-403.014 -161.127 158.225 0
-404.936 -150.292 158.445 0
-408.088 -139.784 157.885 0
-412.082 -129.546 158.632 0
-417.467 -119.965 158.632 0
-423.613 -110.837 159.115 0
-430.622 -102.31 159.576 0
-438.266 -94.2306 160.994 0
-446.525 -86.6379 162.532 0
-455.036 -79.172 164.125 0
-463.729 -71.7114 165.927 0
-472.601 -64.2631 167.772 0
-481.098 -56.2906 169.058 0
-489.928 -48.4612 170.859 0
-498.796 -40.4908 172.606 0
-507.078 -31.8272 173.837 0
-515.786 -23.3899 175.496 0
-524.051 -14.4881 175.66 0
-532.383 -5.47676 176.385 0
-540.611 3.76222 178.66 0
-548.82 13.1294 180.187 0
-556.678 22.8771 181.099 0
-564.547 32.7481 182.604 0
-572.246 42.8795 184.01 0
-579.514 53.3623 184.922 0
-586.84 63.9618 186.295 0
-594.031 74.7671 187.614 0
-600.916 85.7338 187.998 0
-607.8 96.8734 189.207 0
-614.537 108.202 190.415 0
-621.139 119.701 191.569 0
-627.604 131.369 192.656 0
-633.904 143.029 192.92 0
-640.094 154.95 193.964 0
-646.166 166.947 194.073 0
-652.16 179.061 195.139 0
-658.059 191.297 196.106 0
-663.9 203.635 197.04 0
-669.69 216.066 197.952 0
-675.428 228.591 198.82 0
-680.883 241.153 198.831 0
-686.446 253.822 199.688 0
-691.566 266.684 199.797 0
-696.658 279.633 200.127 0
-701.581 292.632 200.094 0
-706.365 305.703 200.841 0
-711.02 318.877 201.555 0
-714.97 332.331 201.731 0
-718.99 345.776 202.445 0
-722.796 359.332 203.093 0
-726.033 373.052 203.357 0
-729.362 386.8 204.06 0
-732.578 400.624 204.73 0
-735.622 414.44 204.664 0
-738.538 428.375 205.334 0
-741.261 442.392 205.939 0
-743.746 456.495 206.521 0
-745.664 470.596 206.213 0
-747.703 484.791 206.829 0
-749.59 499.05 207.411 0
-751.044 513.338 207.125 0
-752.527 527.666 207.729 0
-753.889 542.046 208.29 0
-755.086 556.479 208.839 0
-755.521 570.966 208.949 0
-756.262 585.475 209.476 0
-756.833 600.027 209.982 0
-756.61 614.516 209.323 0
-756.62 629.073 209.883 0
-756.47 643.664 210.377 0
-755.842 658.269 210.399 0
-755.329 672.888 210.905 0
-754.56 687.537 211.08 0
-753.726 702.184 211.509 0
-752.772 716.856 211.97 0
-751.608 731.545 212.399 0
-750.198 746.241 212.816 0
-747.773 760.711 212.3 0
-745.841 775.342 212.728 0
-743.362 789.901 212.552 0
-740.854 804.468 213.047 0
-737.911 818.955 212.772 0
-734.745 833.394 212.981 0
-730.932 847.66 212.388 0
-726.762 861.8 212.366 0
-722.004 875.742 212.146 0
-716.387 889.314 211.19 0
-710.166 902.552 210.465 0
-703.148 915.32 209.246 0
-695.205 927.464 208.202 0
-686.567 938.984 207.07 0
-677.106 949.747 206.224 0
-666.885 959.755 204.928 0
-656.089 968.948 204.016 0
-644.41 976.862 202.028 0
-632.333 983.82 200.039 0
-619.764 989.609 198.743 0
-606.887 994.525 198.49 0
-593.72 998.55 198.193 0
-580.286 1000.92 196.853 0
-566.749 1002.96 197.062 0
-553.129 1004.32 197.336 0
-539.437 1005.39 197.886 0
-525.687 1006.02 198.677 0
-511.884 1006.9 199.16 0
-498.037 1007.54 200.16 0
-484.175 1008.6 200.5 0
-470.38 1010.45 200.237 0
-457.115 1013.28 193.469 0
-444.747 1016.94 181.516 0
-433.256 1021.4 172.463 0
-422.786 1026.55 163.169 0
-413.14 1032.02 157.445 0
-403.907 1037.42 150.161 0
-395.619 1043.09 140.977 0
-388.118 1048.5 128.463 0
-380.901 1053.24 119.575 0
-373.622 1057.02 114.763 0
-366.295 1059.92 110.962 0
-359.005 1061.94 107.468 0
-351.773 1063.26 104.326 0
-344.57 1063.7 102.524 0
-337.508 1063.17 100.723 0
-330.824 1061.59 97.1631 0
-324.671 1059.05 94.2078 0
-319.149 1055.71 91.4282 0
-314.339 1051.72 88.5828 0
-310.376 1047.12 86.5833 0
-307.135 1042.02 87.5061 0
-304.772 1036.39 88.9673 0
-303.005 1030.39 91.0547 0
-302.462 1023.97 93.5156 0
-302.945 1017.39 95.7568 0
-304.631 1010.85 98.4485 0
-306.932 1004.35 100.217 0
-310.67 998.315 103.074 0
-315.103 992.6 105.699 0
-320.413 987.416 108.457 0
-326.255 982.457 112.192 0
-332.434 977.543 115.719 0
-338.919 972.646 118.367 0
-345.706 967.843 121.454 0
-352.705 962.79 124.673 0
-359.931 957.875 127.211 0
-367.428 953.022 130.155 0
-375.099 948.069 133.044 0
-383.05 943.192 135.802 0
-391.267 938.377 138.636 0
-399.476 933.345 140.823 0
-408.088 928.527 143.525 0
-416.969 923.818 146.162 0
-425.901 919.151 146.338 0
-435.183 914.676 149.172 0
-444.715 910.434 151.392 0
-454.358 906.099 153.501 0
-464.28 902.011 155.61 0
-474.199 897.721 157.181 0
-484.24 893.321 158.994 0
-494.32 888.654 160.939 0
-504.167 883.376 162.202 0
-513.867 877.556 163.575 0
-523.171 871.058 164.63 0
-532.1 863.865 165.773 0
-540.928 856.471 167.003 0
-549.194 848.302 167.805 0
-556.819 839.445 168.97 0
-564.619 830.608 170.387 0
-571.509 820.952 171.42 0
-578.481 811.227 172.98 0
-584.66 800.891 173.99 0
-590.197 790.109 175.177 0
-596.23 779.561 175.836 0
-601.12 768.368 175.243 0
-605.386 756.844 177.242 0
-609.037 745.068 178.396 0
-612.169 733.059 179.231 0
-614.648 720.84 180.242 0
-616.296 708.424 180.747 0
-617.263 695.91 181.494 0
-617.263 683.306 181.912 0
-616.338 670.692 182.933 0
-614.852 658.065 183.68 0
-612.358 645.55 184.109 0
-609.185 633.115 185.438 0
-605.229 620.854 185.922 0
-600.784 608.71 187.031 0
-595.694 596.727 187.899 0
-590.132 584.912 188.855 0
-583.992 573.318 189.415 0
-577.242 562.043 188.811 0
-570.057 551.316 182.45 0
-562.822 541.398 170.848 0
-555.734 532.631 156.819 0
-548.674 524.93 143.976 0
-541.63 518.272 134.802 0
-534.56 512.453 129.584 0
-527.259 507.293 125.552 0
-519.574 503.113 124.277 0
-511.698 499.423 124.838 0
-504.072 495.452 122.728 0
-497.064 490.801 119.861 0
-490.95 485.522 115.159 0
-485.775 479.55 113.763 0
-481.261 472.94 115.598 0
-477.668 465.908 112.972 0
-475.094 458.661 109.611 0
-473.477 451.189 110.885 0
-472.873 443.412 113.269 0
-473.281 435.485 115.686 0
-474.195 427.398 118.861 0
-474.856 419.059 121.509 0
-475.173 410.591 122.531 0
-475.483 401.759 125.87 0
-475.601 392.78 130.254 0
-475.503 383.637 133.231 0
-475.711 374.302 135.857 0
-475.574 364.776 138.658 0
-475.723 355.105 140.603 0
-475.655 345.248 143.328 0
-475.381 335.213 145.887 0
-475.476 325.06 146.624 0
-475.297 314.779 148.953 0
-475.003 304.367 151.128 0
-474.844 293.804 153.138 0
-474.41 283.112 155.182 0
-473.996 272.31 156.918 0
-473.11 261.386 158.785 0
-471.754 250.381 160.664 0
-470.841 239.279 162.114 0
-469.049 228.113 163.718 0
-466.701 216.931 165.432 0
-463.875 205.74 167.091 0
-460.575 194.56 168.717 0
-459.276 182.919 169.86 0
-455.794 171.599 171.387 0
-452.64 160.127 172.749 0
-448.802 148.713 174.133 0
-445.043 137.222 175.078 0
-440.985 125.711 175.825 0
-436.787 114.21 176.836 0
-432.325 102.722 178.143 0
-427.495 91.2853 179.451 0
-422.382 79.8729 180.736 0
-416.996 68.49 181.978 0
-413.392 56.3238 182.439 0
-408.159 44.7446 183.549 0
-402.957 33.0676 184.46 0
-397.521 21.4236 185.603 0
-391.772 9.84927 186.669 0
-385.79 -1.69116 187.745 0
-380.743 -13.6671 188.075 0
-374.656 -25.2523 188.943 0
-368.56 -36.8997 189.866 0
-361.918 -48.3161 190.646 0
-354.763 -59.4899 191.58 0
-347.178 -70.4572 192.568 0
-340.762 -82.1329 192.81 0
-333.046 -93.1205 193.799 0
-324.767 -103.768 194.722 0
-316.627 -114.577 195.348 0
-307.777 -124.893 196.051 0
-298.557 -134.909 196.326 0
-288.693 -144.35 196.655 0
-278.15 -153.019 196.512 0
-267.237 -161.332 197.347 0
-255.625 -168.61 197.424 0
-243.839 -175.715 198.083 0
-231.51 -181.866 198.193 0
-218.819 -187.213 198.215 0
-205.675 -191.273 197.93 0
-192.412 -195.297 198.853 0
-178.807 -197.662 198.798 0
-165.111 -199.902 199.49 0
-151.281 -200.854 199.523 0
-137.399 -200.919 199.336 0
-123.578 -199.99 199.072 0
-109.886 -198.075 198.929 0
-96.479 -194.788 198.655 0
-82.9444 -191.456 199.698 0
-69.9289 -186.683 199.446 0
-57.4965 -180.597 198.918 0
-45.676 -173.49 198.347 0
-32.8172 -167.809 199.94 0
-21.5883 -159.674 199.435 0
-10.5512 -151.151 200.05 0
-0.532913 -141.566 199.292 0
9.09413 -131.476 200.292 0
17.8208 -120.658 200.039 0
26.3119 -109.597 200.643 0
34.0226 -97.9873 200.698 0
41.5507 -86.2121 201.237 0
48.4254 -74.0343 201.588 0
55.4816 -61.8748 202.181 0
61.9176 -49.3743 202.786 0
67.9543 -36.6272 203.434 0
75.0503 -24.3114 203.917 0
81.2061 -11.5339 204.521 0
87.6413 1.14531 204.972 0
94.1461 13.8204 205.291 0
100.91 26.3897 205.829 0
108.404 38.5266 205.521 0
116.541 50.2282 205.06 0
125.34 61.4053 204.686 0
135.055 71.7018 203.478 0
145.451 81.2164 201.709 0
156.435 89.6581 197.677 0
167.9 96.8986 193.293 0
179.762 102.889 189.569 0
191.859 107.688 185.46 0
204.067 111.291 180.824 0
216.229 113.835 176.935 0
228.387 114.849 174.935 0
240.535 114.862 174.254 0
252.602 113.779 174.111 0
264.509 111.777 173.881 0
276.085 108.37 173.353 0
287.378 104.188 173.628 0
297.887 98.4677 172.277 0
308.056 92.1682 172.419 0
316.92 84.3155 170.596 0
325.213 75.9238 169.926 0
332.473 66.6824 169.376 0
338.707 56.7527 169.266 0
344.059 46.2954 169.574 0
348.298 35.3777 169.189 0
351.603 24.1173 169.376 0
353.893 12.5988 169.651 0
355.121 0.947418 169.321 0
355.409 -10.7748 169.014 0
354.332 -22.3854 168.464 0
352.572 -33.961 169.167 0
349.327 -45.1603 168.629 0
345.542 -56.2607 169.288 0
340.781 -67.0214 169.673 0
333.846 -76.3758 168.146 0
326.707 -85.5391 168.003 0
318.735 -94.051 168.596 0
310.152 -102.042 169.882 0
301.111 -109.684 171.189 0
291.705 -116.883 172.057 0
282.006 -123.913 173.474 0
272.107 -130.867 175.012 0
262.231 -137.951 175.968 0
252.238 -145.017 176.891 0
242.144 -152.102 178.341 0
231.946 -159.214 179.736 0
221.744 -166.362 180.67 0
211.433 -173.582 181.989 0
200.979 -180.648 183.01 0
190.494 -187.898 184.362 0
179.853 -195.001 185.394 0
169.081 -202.142 186.932 0
158.004 -208.86 187.822 0
146.651 -215.34 188.998 0
134.867 -220.997 189.635 0
122.807 -226.34 190.613 0
110.444 -230.891 191.129 0
97.7714 -234.885 191.909 0
84.9299 -238.206 192.239 0
71.8315 -240.815 192.667 0
58.5428 -242.45 193.184 0
45.1801 -243.809 193.975 0
31.7029 -244.558 195.095 0
18.1342 -245.156 196.04 0
4.63034 -246.4 196.359 0
-8.961 -247.776 197.095 0
-22.4402 -249.898 197.369 0
-35.8639 -252.543 197.435 0
-49.0973 -256.056 197.018 0
-61.9586 -260.608 196.754 0
-74.492 -266.007 196.37 0
-86.5458 -272.359 196.49 0
-98.1008 -279.538 196.469 0
-109.109 -287.506 195.908 0
-119.536 -296.213 195.315 0
-128.991 -305.851 194.513 0
-137.605 -316.178 193.524 0
-145.39 -327.099 192.865 0
-151.322 -338.898 190.107 0
-156.511 -351.016 189.459 0
-160.025 -363.537 187.482 0
-162.456 -376.26 186.372 0
-163.711 -389.089 185.647 0
-163.871 -401.949 185.208 0
-163.213 -414.821 186.075 0
-161.996 -427.707 187.13 0
-160.478 -440.649 188.185 0
-158.575 -453.613 189.24 0
-157.374 -466.637 189.921 0
-155.314 -479.698 190.953 0
-153.824 -492.841 191.678 0
-151.779 -506.028 192.689 0
-149.585 -519.263 193.711 0
-148.48 -532.608 194.161 0
-146.557 -545.988 195.106 0
-144.579 -559.423 195.974 0
-143.752 -572.929 195.985 0
-142.09 -586.461 196.688 0
-140.72 -600.036 197.04 0
-139.115 -613.644 197.721 0
-137.746 -627.274 197.985 0
-136.179 -640.94 198.49 0
-134.427 -654.622 199.039 0
-132.611 -668.333 199.589 0
-130.767 -682.078 200.116 0
-130.655 -695.87 199.863 0
-129.287 -709.69 200.369 0
-127.97 -723.507 200.632 0
-126.271 -737.341 200.984 0
-124.33 -751.113 201.061 0
-121.763 -764.834 201.138 0
-118.9 -778.491 201.292 0
-115.278 -791.986 201.171 0
-110.998 -805.297 201.39 0
-105.779 -818.247 200.786 0
-99.8306 -830.848 200.468 0
-92.7913 -842.812 199.644 0
-85.0035 -854.338 200.072 0
-76.4099 -865.2 199.786 0
-67.2025 -875.569 199.545 0
-57.3379 -885.255 199.149 0
-46.8604 -894.243 198.468 0
-35.7162 -902.434 198.885 0
-24.106 -909.868 198.292 0
-11.9503 -916.293 197.908 0
0.581253 -921.921 197.721 0
13.4448 -926.717 197.655 0
26.5739 -930.678 197.424 0
39.9008 -934.101 197.534 0
53.3938 -936.415 196.897 0
67.0814 -937.867 197.314 0
80.7575 -938.167 196.337 0
94.3568 -937.463 195.688 0
107.753 -935.304 194.579 0
120.831 -932.058 193.711 0
133.273 -927.129 191.744 0
145.098 -921.119 190.503 0
156.254 -914.071 189.591 0
166.754 -906.117 189.338 0
176.619 -897.466 188.954 0
185.457 -887.927 187.031 0
193.341 -877.71 185.581 0
200.195 -866.884 184.438 0
206.142 -855.567 184.23 0
211.405 -843.898 184.735 0
215.284 -831.777 183.834 0
218.361 -819.418 183.812 0
220.76 -806.847 185.021 0
223.5 -794.343 184.164 0
227.125 -782.199 181.879 0
231.825 -770.647 178.572 0
237.655 -759.807 176.792 0
244.523 -749.713 175.583 0
252.36 -740.498 173.749 0
261.112 -732.265 173.265 0
270.715 -725.09 173.199 0
281.047 -719.01 172.925 0
292.025 -714.309 171.881 0
303.367 -710.603 172.299 0
315.101 -708.549 171.705 0
326.963 -707.385 172.101 0
338.78 -708.134 170.892 0
350.476 -709.863 170.563 0
361.989 -712.678 171.365 0
373.444 -716.006 172.782 0
385.069 -718.616 170.969 0
396.6 -720.268 166.794 0
408.062 -720.791 163.488 0
419.305 -720.021 160.708 0
430.186 -717.968 158.082 0
440.545 -714.685 154.984 0
450.203 -710.246 151.139 0
459.084 -704.835 148.162 0
467.154 -698.451 147.733 0
474.498 -691.265 148.228 0
480.708 -683.058 147.645 0
485.994 -674.263 147.404 0
490.19 -664.898 147.568 0
493.442 -655.146 148.48 0
495.702 -645.05 149.634 0
496.143 -634.688 149.337 0
495.763 -624.336 149.513 0
494.39 -614.025 150.172 0
492.156 -603.792 151.315 0
489.327 -593.61 153.094 0
486.151 -583.39 154.896 0
482.6 -573.174 156.72 0
479.302 -562.77 158.203 0
476.122 -552.2 159.807 0
473.166 -541.453 161.378 0
470.931 -530.485 162.114 0
468.976 -519.358 163.521 0
467.708 -508.045 164.344 0
467.051 -496.623 165.377 0
467.238 -485.118 166.3 0
468.282 -473.596 167.212 0
469.718 -462.102 167.673 0
471.819 -450.59 169.058 0
474.094 -439.034 170.332 0
476.134 -427.375 171.09 0
477.374 -415.561 169.948 0
477.717 -404.022 161.96 0
477.441 -393.101 152.205 0
476.501 -383.032 140.911 0
475.188 -373.747 130.122 0
473.426 -365.242 119.883 0
471.012 -357.356 115.345 0
467.863 -350.03 113.115 0
463.843 -343.415 109.83 0
458.974 -337.534 109.611 0
453.253 -332.305 112.061 0
446.729 -328.049 112.599 0
439.605 -324.751 113.335 0
432.025 -322.439 114.741 0
424.065 -321.67 115.697 0
416.022 -321.995 116.862 0
408.007 -323.489 118.751 0
400.026 -325.789 120.839 0
392.181 -328.958 123.234 0
384.592 -332.92 125.167 0
377.198 -337.587 127.496 0
369.913 -342.749 130.188 0
362.621 -348.246 133.011 0
355.193 -353.835 135.461 0
347.698 -359.694 138.472 0
340.17 -365.821 141.207 0
332.313 -371.659 143.097 0
324.485 -377.917 145.657 0
316.335 -383.981 147.239 0
308.16 -390.245 149.172 0
299.913 -396.644 151.425 0
291.48 -403.033 153.567 0
282.961 -409.567 155.709 0
274.338 -416.202 157.775 0
265.341 -422.331 159.049 0
256.284 -428.767 161.038 0
247.073 -435.222 162.971 0
237.48 -441.158 164.191 0
227.804 -447.307 166.036 0
217.906 -453.337 167.805 0
207.771 -459.203 169.486 0
197.279 -464.327 170.321 0
186.737 -469.807 171.925 0
175.961 -474.897 172.903 0
164.976 -479.867 174.375 0
153.685 -484.236 175.375 0
142.17 -488.318 176.583 0
130.481 -491.754 175.737 0
118.592 -494.749 177.001 0
106.502 -497.08 177.748 0
94.2384 -498.663 178.539 0
81.9357 -500.185 179.308 0
69.5117 -500.918 180.066 0
56.9829 -501.247 181.011 0
44.4173 -501.352 181.769 0
31.7657 -501.076 182.845 0
19.0644 -500.891 183.604 0
6.28558 -500.352 184.735 0
-6.54883 -499.487 185.823 0
-19.4077 -498.798 186.438 0
-32.3407 -497.671 187.504 0
-45.3287 -496.335 188.591 0
-58.3775 -494.865 189.657 0
-71.423 -493.914 189.932 0
-84.5509 -492.305 191.041 0
-97.7225 -490.645 191.788 0
-110.973 -488.941 192.931 0
-124.308 -487.328 193.92 0
-137.688 -486.038 194.678 0
-151.18 -484.802 195.579 0
-164.63 -483.271 196.161 0
-178.218 -481.967 197.062 0
-191.871 -480.725 198.062 0
-205.391 -478.544 198.776 0
-219.139 -476.992 199.852 0
-232.982 -475.592 200.852 0
-246.628 -473.233 200.995 0
-260.39 -471.045 201.061 0
-274.105 -468.409 201.368 0
-287.699 -465.181 201.281 0
-300.924 -460.878 200.5 0
-313.913 -455.894 200.248 0
-326.36 -449.796 199.358 0
-338.378 -442.952 199.094 0
-349.761 -435.138 198.567 0
-360.57 -426.612 198.16 0
-370.482 -417.13 197.369 0
-379.761 -407.056 197.161 0
-387.898 -396.148 196.293 0
-395.242 -384.701 196.007 0
-401.977 -372.866 196.249 0
-407.74 -360.57 195.886 0
-412.898 -347.972 196.315 0
-417.264 -335.045 196.82 0
-421.04 -321.908 196.897 0
-423.802 -308.521 196.556 0
-425.376 -294.967 196.051 0
-425.966 -281.38 195.623 0
-425.21 -267.866 194.348 0
-423.236 -254.605 191.909 0
-420.278 -241.789 187.57 0
-416.23 -229.564 182.615 0
-411.768 -217.992 175.045 0
-407.695 -206.804 168.662 0
-404.493 -195.663 165.092 0
-402.713 -184.46 162.004 0
-402.025 -173.225 161.257 0
-402.492 -162.137 158.994 0
-404.15 -151.33 156.27 0
-406.899 -140.839 156.248 0
-410.761 -130.722 156.171 0
-415.434 -120.918 156.731 0
-421.334 -111.844 156.368 0
-428.029 -103.302 156.709 0
-435.375 -95.4077 154.512 0
-442.944 -87.8873 152.754 0
-450.665 -80.837 150.667 0
-458.518 -73.9287 150.238 0
-466.42 -66.9536 152.721 0
-474.568 -60.0337 154.808 0
-482.829 -53.0482 156.863 0
-491.109 -45.8681 158.906 0
-499.315 -38.3922 160.906 0
-507.133 -30.4341 162.191 0
-515.152 -22.4338 164.169 0
-523.064 -14.1848 165.63 0
-531.136 -5.9012 167.585 0
-539.107 2.63142 169.156 0
-547.094 11.3248 170.98 0
-554.57 20.5679 172.222 0
-562.138 29.899 173.99 0
-569.122 39.7673 174.935 0
-576.218 49.694 176.638 0
-583.144 59.8761 177.616 0
-590.033 70.1762 178.934 0
-596.884 80.5943 180.341 0
-603.732 91.138 181.802 0
-610.011 102.109 182.681 0
-616.513 113.054 184.032 0
-622.576 124.327 184.922 0
-628.801 135.61 186.218 0
-634.773 147.096 187.042 0
-640.835 158.631 188.262 0
-646.903 170.255 189.437 0
-652.963 181.975 190.569 0
-658.438 193.941 190.909 0
-664.277 205.884 191.986 0
-669.714 218.06 192.623 0
-675.349 230.231 193.667 0
-680.96 242.491 194.656 0
-686.497 254.858 195.623 0
-691.086 267.556 195.568 0
-696.259 280.149 196.545 0
-701.058 292.94 197.04 0
-705.826 305.801 197.974 0
-710.407 318.792 198.776 0
-714.27 331.996 198.885 0
-718.26 345.247 199.698 0
-721.929 358.629 200.083 0
-725.494 372.087 200.885 0
-728.911 385.562 199.6 0
-732.117 399.124 200.753 0
-735.09 412.767 201.434 0
-737.883 426.51 201.984 0
-740.453 440.321 202.654 0
-742.772 454.225 203.335 0
-744.914 468.204 203.994 0
-747.142 482.084 203.741 0
-748.894 496.146 204.379 0
-750.349 510.285 204.994 0
-751.712 524.424 205.071 0
-752.739 538.648 205.675 0
-753.553 552.927 206.279 0
-754.466 567.191 206.323 0
-754.973 581.531 206.917 0
-755.271 595.917 207.499 0
-755.39 610.345 208.07 0
-755.495 624.681 207.587 0
-755.306 639.115 208.158 0
-754.95 653.584 208.718 0
-754.448 668.088 209.257 0
-753.806 682.589 209.136 0
-752.915 697.102 209.63 0
-751.74 711.626 210.092 0
-750.115 726.091 209.949 0
-748.367 740.576 210.157 0
-746.366 755.054 210.476 0
-744.128 769.515 210.948 0
-741.702 783.965 210.905 0
-739.08 798.387 211.3 0
-736.174 812.787 211.696 0
-733.161 827.161 211.333 0
-729.823 841.459 211.597 0
-726.129 855.692 211.432 0
-721.914 869.747 210.948 0
-717.192 883.596 210.729 0
-711.542 897.026 209.487 0
-704.979 909.984 208.663 0
-697.678 922.463 207.719 0
-689.641 934.373 206.565 0
-680.736 945.554 205.686 0
-670.986 955.981 204.467 0
-660.479 965.378 202.28 0
-649.357 973.752 199.556 0
-637.668 981.022 197.611 0
-625.504 987.23 196.403 0
-612.943 992.4 195.348 0
-600.049 996.497 194.788 0
-586.936 999.707 194.304 0
-573.68 1002.26 194.689 0
-560.273 1004.07 194.623 0
-546.775 1005.07 194.766 0
-533.23 1005.6 195.436 0
-519.635 1006.01 196.37 0
-506.032 1006.89 195.557 0
-492.784 1007.91 187.482 0
-480.335 1009.06 174.485 1
-468.695 1010.34 163.323 0
-457.834 1012.06 153.413 0
-447.593 1014.58 148.656 0
-437.907 1017.95 146.437 0
-428.61 1021.97 145.415 0
-419.648 1026.55 144.36 0
-411.035 1031.77 145.042 0
-402.815 1037.39 142.635 0
-395.109 1043.13 135.143 0
-387.855 1048.52 125.804 0
-380.799 1053.13 117.07 0
-373.791 1056.87 112.83 0
-366.543 1059.74 111.313 0
-359.138 1061.81 109.819 0
-351.722 1063 105.688 0
-344.607 1063.44 99.5471 0
-337.859 1062.57 95.9106 0
-331.533 1060.83 93.3398 0
-325.616 1058.26 92.6697 0
-320.133 1054.95 91.6809 0
-315.329 1050.97 88.7256 0
-311.37 1046.4 86.2976 0
-308.233 1041.38 84.7705 0
-305.949 1035.96 85.8691 0
-304.312 1030.15 88.363 0
-303.869 1023.91 90.9448 0
-304.51 1017.54 93.4167 0
-306.168 1011.2 95.9106 0
-308.794 1004.99 98.7122 0
-312.138 998.898 101.569 0
-316.475 993.14 105.425 0
-321.326 987.527 108.358 0
-326.992 982.449 111.193 0
-332.906 977.239 114.873 0
-339.426 972.423 118.51 0
-346.17 967.58 120.641 0
-353.142 962.846 121.981 0
-360.365 957.698 125.991 0
-367.775 952.757 129.518 0
-375.463 947.905 132.451 0
-383.285 942.915 135.242 0
-391.446 938.082 138.065 0
-399.651 933.104 140.295 0
-408.23 928.304 142.976 0
-417.028 923.655 144.448 0
-426.079 919.245 145.426 0
-435.41 914.813 147.832 0
-444.893 910.538 150.765 0
-454.622 906.477 152.952 0
-464.353 902.17 154.677 0
-474.33 898.064 156.401 0
-484.453 893.933 158.522 0
-494.532 889.388 160.367 0
-504.445 884.318 161.488 0
-514.135 878.59 162.708 0
-523.297 871.996 163.74 0
-532.095 864.8 164.663 0
-540.562 857.071 165.729 0
-548.794 848.928 167.585 0
-556.628 840.268 168.871 0
-564.269 831.365 170.123 0
-571.195 821.766 170.925 0
-577.964 812.018 172.167 0
-583.987 801.656 173.156 0
-589.953 791.182 174.518 0
-595.302 780.271 175.551 0
-600.263 769.155 175.067 0
-604.681 757.749 176.649 0
-608.414 746.044 177.418 0
-611.69 734.108 178.715 0
-614.073 721.92 179.209 0
-615.858 709.591 180.253 0
-616.755 697.099 181.066 0
-616.811 684.526 181.395 0
-616.091 671.931 182.582 0
-614.533 659.346 182.922 0
-612.013 646.883 183.977 0
-608.694 634.542 184.406 0
-604.793 622.329 185.493 0
-600.225 610.256 186.328 0
-595.081 598.362 187.537 0
-589.337 586.651 188.273 0
-583.454 575.076 186.372 0
-577.239 564.116 176.155 0
-570.987 554.054 166.267 0
-564.761 544.758 155.72 0
-558.823 536.619 139.966 0
-552.585 529.379 133.594 0
-546.262 522.699 130.298 0
-539.745 516.654 125.728 0
-532.99 511.324 121.827 0
-525.849 506.819 119.74 0
-518.412 503.277 117.532 0
-510.971 500.086 115.73 0
-503.926 496.397 113.368 0
-497.569 491.938 110.402 0
-492.03 486.743 108.973 0
-487.337 480.977 106.04 0
-483.404 474.699 108.182 0
-479.996 467.89 111.401 0
-477.642 460.433 113.774 0
-475.943 452.626 116.587 0
-474.864 444.514 119.323 0
-474.327 436.148 122.212 0
-474.186 427.631 123.19 0
