"^1[GRT] ^3Wheldon ^9^s2 "70
-481.913 894.52 156.204 0
-491.621 889.568 157.906 0
-501.151 884.045 159.357 0
-510.42 877.97 160.829 0
-519.459 871.383 162.125 0
-528.325 864.38 163.608 0
-536.946 856.912 164.96 0
-545.229 848.978 166.245 0
-553.138 840.515 167.432 0
-560.669 831.639 168.574 0
-567.775 822.311 169.783 0
-574.551 812.607 171.09 0
-581.009 802.652 170.728 0
-587.108 792.364 172.65 0
-592.802 781.773 173.694 0
-597.973 770.824 174.869 0
-602.636 759.601 175.902 0
-606.844 748.1 176.946 0
-610.394 736.334 177.704 0
-613.179 724.307 178.352 0
-615.245 712.074 179.352 0
-616.616 699.69 180.077 0
-617.252 687.183 180.835 0
-616.969 674.625 181.362 0
-615.781 662.089 181.604 0
-613.445 649.721 181.714 0
-610.106 637.549 182.12 0
-605.855 625.629 182.571 0
-600.784 613.996 183.164 0
-595.132 602.533 184.559 0
-589.276 591.104 185.724 0
-583.402 579.578 186.844 0
-577.614 568.077 183.549 0
-572.136 557.193 168.871 0
-566.887 547.294 154.72 0
-561.628 538.465 141.427 0
-556.339 530.732 128.364 0
-550.804 524.074 119.795 0
-544.637 518.177 121.025 0
-537.919 513.041 121.443 0
-530.839 508.475 121.311 0
-523.335 504.699 120.619 0
-515.945 501.558 112.236 0
-509.066 498.621 104.249 0
-502.85 495.384 97.4927 0
-497.401 491.587 94.6362 0
-492.593 487.082 95.0537 0
-488.358 481.958 96.7456 0
-484.508 476.328 99.5691 0
-481.121 470.201 102.129 0
-478.309 463.605 104.623 0
-476.114 456.594 107.095 0
-474.504 449.242 109.753 0
-473.506 441.598 112.335 0
-473.172 433.74 114.587 0
-473.506 425.696 117.257 0
-474.021 417.457 120.311 0
-474.313 409.013 123.124 0
-474.398 400.377 125.848 0
-474.349 391.541 128.606 0
-474.204 382.519 131.342 0
-474.112 373.306 133.967 0
-474.056 363.914 136.538 0
-474.054 354.345 139.054 0
-474.149 344.604 141.482 0
-474.323 334.698 143.855 0
-474.556 324.63 146.151 0
-474.764 314.408 148.381 0
-474.957 304.048 150.205 0
-475.082 293.552 152.139 0
-475.033 282.925 153.995 0
-474.742 272.172 155.797 0
-474.074 261.306 157.676 0
-473.022 250.371 159.126 0
-471.499 239.374 160.653 0
-469.59 228.319 162.356 0
-467.243 217.237 163.883 0
-464.48 206.145 165.355 0
-461.385 195.057 166.827 0
-458.017 183.918 168.311 0
-454.428 172.739 169.871 0
-450.535 161.552 171.266 0
-446.337 150.373 172.595 0
-441.875 139.226 173.793 0
-437.201 128.05 175.111 0
-432.326 116.864 175.781 0
-427.268 105.68 177.385 0
-422.066 94.4703 178.561 0
-416.723 83.2351 179.714 0
-411.305 71.9745 180.692 0
-405.832 60.6401 181.78 0
-400.173 49.2947 182.966 0
-394.471 37.8999 183.988 0
-388.755 26.4498 184.856 0
-383.062 14.9069 185.823 0
-377.398 3.2753 186.768 0
-371.666 -8.42656 187.855 0
-365.871 -20.1493 188.756 0
-359.947 -31.8762 189.635 0
-353.861 -43.5767 190.525 0
-347.762 -55.3512 191.382 0
-341.563 -67.1305 192.261 0
-335.198 -78.892 193.184 0
-328.539 -90.5683 193.909 0
-321.51 -102.085 194.59 0
-314.001 -113.315 195.117 0
-305.869 -124.168 195.381 0
-297.042 -134.426 195.348 0
-287.479 -144.05 195.392 0
-277.237 -152.941 195.579 0
-266.416 -161.163 195.809 0
-255.118 -168.738 196.007 0
-243.373 -175.674 196.04 0
-231.243 -181.896 196.271 0
-218.693 -187.264 196.49 0
-205.77 -191.647 196.26 0
-192.586 -195.156 196.578 0
-179.155 -197.896 197.073 0
-165.59 -199.786 197.314 0
-151.914 -200.804 197.534 0
-138.178 -200.894 197.446 0
-124.49 -199.993 197.534 0
-110.847 -198.076 197.776 0
-97.3993 -195.239 197.963 0
-84.1082 -191.563 198.292 0
-71.0731 -187.083 198.556 0
-58.3375 -181.74 198.6 0
-46.0131 -175.5 198.82 0
-34.138 -168.445 198.907 0
-22.765 -160.595 198.622 0
-12.0028 -151.965 198.633 0
-1.77583 -142.626 199.006 0
7.76984 -132.631 199.028 0
16.6834 -122.036 199.05 0
24.8126 -110.857 199.039 0
32.262 -99.1732 199.05 0
39.0107 -87.1038 199.292 0
45.3367 -74.7438 199.731 0
51.4649 -62.2354 200.314 0
57.5443 -49.702 200.874 0
63.6875 -37.0779 201.709 0
69.9416 -24.5232 202.214 0
76.4368 -12.0397 202.709 0
83.0775 0.393188 203.214 0
90.0415 12.6547 203.038 0
97.6329 24.5752 202.928 0
105.782 36.1113 203.159 0
114.346 47.3732 203.291 0
123.421 58.1733 202.972 0
133.203 68.3627 202.654 0
143.61 77.8925 202.511 0
154.65 86.5931 201.753 0
166.311 94.2811 200.336 0
178.511 100.829 198.611 0
191.182 106.127 197.04 0
204.175 110.325 195.919 0
217.425 113.34 195.029 0
230.757 115.19 192.338 0
243.986 115.844 189.141 0
257.035 115.345 186.647 0
269.781 113.657 183.834 0
282.061 110.807 179.725 0
293.69 106.895 174.672 0
304.643 101.889 171.552 0
314.809 95.817 169.156 0
324.107 88.796 166.575 0
332.467 80.9004 164.564 -1
339.782 72.1781 163.466 0
346.03 62.7208 162.916 0
351.18 52.6646 162.719 0
355.326 42.1724 162.905 0
358.546 31.3347 163.202 1
360.879 20.2486 163.531 0
362.402 8.9994 164.147 0
362.992 -2.35408 164.399 0
362.592 -13.7536 164.432 0
361.18 -25.0269 164.092 0
358.709 -36.1307 163.773 0
355.213 -46.9246 163.542 0
350.569 -57.2313 163.037 0
344.887 -67.0249 163.246 0
338.381 -76.3251 164.048 0
331.094 -85.075 164.652 0
323.082 -93.2257 165.366 0
314.412 -100.794 166.168 0
305.206 -107.736 167.014 0
295.559 -114.186 167.915 0
285.666 -120.455 169.53 0
275.802 -126.961 170.76 0
266.158 -133.903 172.101 0
256.61 -141.079 173.232 0
247.045 -148.415 174.419 0
237.325 -155.716 175.693 0
227.443 -162.918 176.847 0
217.394 -170.049 178.066 0
207.287 -177.232 179.374 0
197.027 -184.354 180.791 0
186.613 -191.439 182.098 0
176.071 -198.495 183.395 0
165.404 -205.523 184.702 0
154.595 -212.384 185.944 0
143.386 -218.751 186.482 0
131.792 -224.521 187.471 0
119.828 -229.611 187.932 0
107.493 -233.858 188.13 0
94.8972 -237.208 188.361 0
82.0435 -239.714 189.064 0
69.032 -241.447 189.635 0
55.8963 -242.364 189.954 0
42.7153 -242.514 190.217 0
29.4812 -242.142 191.118 0
16.1957 -241.758 191.689 0
2.87894 -241.969 191.876 0
-10.378 -243.159 191.58 0
-23.4538 -245.382 191.228 0
-36.31 -248.637 190.822 0
-48.8286 -252.844 190.569 0
-60.9797 -258.017 190.47 0
-72.7839 -263.996 190.69 0
-84.2174 -270.632 191.008 0
-95.3068 -277.81 189.712 0
-105.903 -285.479 187.778 0
-115.898 -293.733 185.603 0
-125.052 -302.649 183.098 0
-133.461 -312.08 181.329 0
-141 -321.991 177.957 0
-147.582 -332.323 175.122 0
-153.211 -343.174 175.737 0
-157.957 -354.45 176.309 0
-161.659 -366.097 175.979 0
-164.281 -377.986 175.386 0
-165.744 -389.98 172.991 0
-166.078 -401.805 168.86 0
-165.406 -413.389 165.883 0
-164.226 -424.761 163.63 0
-162.667 -435.932 161.466 0
-160.73 -446.923 160.598 0
-158.38 -457.883 162.213 0
-156.104 -468.962 163.521 0
-154.17 -480.166 164.685 0
-152.434 -491.506 166.08 0
-150.768 -502.965 167.443 0
-149.225 -514.532 168.849 0
-147.856 -526.22 170.057 -1
-146.678 -537.967 171.112 0
-145.628 -549.846 172.255 0
-144.503 -561.779 173.265 0
-143.366 -573.791 174.375 0
-142.231 -585.872 175.32 0
-141.077 -598.016 176.287 0
-139.899 -610.228 177.155 0
-138.686 -622.494 177.99 0
-137.5 -634.804 178.857 0
-136.314 -647.163 179.648 0
-135.12 -659.599 180.406 0
-133.874 -672.055 181.241 0
-132.6 -684.593 181.956 0
-131.31 -697.18 182.681 0
-130.123 -709.78 183.351 1
-128.934 -722.445 183.988 0
-127.71 -735.18 184.691 0
-126.261 -747.925 185.262 0
-124.346 -760.652 185.625 0
-121.735 -773.278 185.801 0
-118.474 -785.787 186.361 0
-114.585 -798.129 186.669 0
-110.09 -810.301 187.086 0
-105.058 -822.315 187.603 0
-99.385 -834.065 187.987 0
-92.9503 -845.417 187.921 1
-85.7339 -856.279 187.954 0
-77.7596 -866.602 187.855 0
-69.0952 -876.359 188.02 0
-59.82 -885.55 188.163 0
-49.9187 -894.063 188.02 0
-39.397 -901.75 187.493 0
-28.3132 -908.586 187.339 0
-16.7875 -914.618 187.416 0
-4.87561 -919.957 187.855 0
7.33163 -924.564 187.932 -1
19.774 -928.547 188.372 0
32.4275 -932.072 189.042 0
45.2431 -935.068 189.415 0
58.2121 -937.347 189.459 0
71.2827 -938.641 188.932 0
84.3882 -938.739 187.987 0
97.3926 -937.623 187.317 0
110.138 -935.258 186.163 0
122.512 -931.65 185.131 0
134.454 -926.941 184.735 0
145.975 -921.21 184.307 0
156.821 -914.493 183.318 0
166.989 -906.801 182.791 0
176.409 -898.291 182.516 0
185.081 -889.05 182.076 0
192.872 -879.138 180.901 0
199.709 -868.619 180.11 0
205.585 -857.58 179.637 0
210.528 -846.122 179.066 0
214.622 -834.474 176.429 0
217.928 -822.779 173.979 0
220.399 -811.029 171.464 0
222.132 -799.326 169.519 0
223.956 -787.782 167.256 0
226.743 -776.637 163.652 0
230.691 -766.121 160.334 0
235.69 -756.319 157.577 0
241.686 -747.278 155.369 0
248.609 -739.103 153.523 0
256.429 -731.853 153.314 0
265.068 -725.6 154.127 0
274.39 -720.34 154.49 0
284.314 -716.219 155.544 0
294.673 -713.071 156.775 0
305.337 -710.726 158.302 0
316.341 -709.214 160.302 0
327.487 -708.432 161.565 0
338.739 -708.44 162.773 0
350.028 -709.432 163.411 0
361.262 -711.373 164.63 0
372.184 -714.05 161.169 0
382.906 -716.912 159.115 0
393.71 -719.024 157.423 0
404.554 -720.1 156.204 0
415.369 -720.027 155.017 0
426.016 -718.799 153.325 0
436.301 -716.35 151.304 0
446.098 -712.654 149.458 0
455.255 -707.835 147.931 0
463.631 -702.017 145.723 0
471.112 -695.278 143.976 0
477.66 -687.699 143.998 0
483.211 -679.364 144.053 0
487.679 -670.384 144.283 0
491.029 -660.942 144.393 0
493.192 -651.121 144.613 0
494.183 -641.101 145.283 0
494.145 -630.979 146.294 0
493.3 -620.802 147.557 0
491.643 -610.654 148.656 0
489.28 -600.527 150.315 0
486.465 -590.401 151.985 0
483.322 -580.244 153.721 0
479.953 -570.045 155.38 0
476.595 -559.734 156.995 0
473.648 -549.184 158.324 0
471.082 -538.436 159.697 0
469.07 -527.495 160.62 0
467.724 -516.371 161.873 0
467.034 -505.121 162.916 0
466.911 -493.779 163.982 0
467.347 -482.369 165.07 0
468.368 -470.917 166.014 0
469.826 -459.422 167.3 0
471.547 -447.894 167.772 0
473.231 -436.507 161.917 0
474.676 -425.881 146.843 0
475.601 -416.232 132.902 0
475.744 -407.292 125.497 0
475.387 -398.768 120.454 0
475.158 -390.605 114.192 0
474.303 -382.904 108.776 1
473.116 -375.618 103.667 0
471.382 -368.826 98.6572 0
469.008 -362.362 97.8223 0
466.52 -356.578 85.4297 0
464.072 -351.64 74.2566 0
461.289 -347.383 72.323 0
457.935 -343.489 74.718 0
454.303 -339.641 77.1021 0
450.367 -335.968 78.3105 0
446.015 -332.668 79.2554 0
441.225 -329.852 80.8374 0
436.062 -327.436 83.4302 0
430.537 -325.428 85.7922 0
424.65 -324.106 88.0334 0
418.5 -323.591 89.7803 0
412.209 -323.907 91.8677 0
405.788 -324.952 95.0427 0
399.326 -326.554 97.3938 0
392.922 -328.858 99.5361 0
386.595 -331.842 102.294 0
380.267 -335.262 105.337 0
373.934 -339.101 108.259 0
367.566 -343.222 111.061 0
361.202 -347.733 114.082 0
354.838 -352.614 117.169 0
348.302 -357.581 120.092 0
341.65 -362.746 123.113 0
334.907 -368.162 126.145 0
327.931 -373.53 128.782 0
320.807 -379.103 131.781 0
313.462 -384.723 134.681 0
305.865 -390.073 136.736 0
298.115 -395.718 139.471 0
290.168 -401.409 142.13 0
282.028 -407.141 144.712 0
273.696 -412.905 147.217 0
265.513 -418.621 147.513 0
256.944 -424.428 150.172 0
248.172 -430.206 152.391 0
239.19 -435.936 154.534 0
230.291 -441.886 156.138 0
221.093 -447.762 158.236 0
211.869 -453.726 159.708 0
202.35 -459.538 161.565 0
192.69 -465.222 162.894 0
182.701 -470.638 164.487 0
172.361 -475.61 166.036 0
161.965 -480.506 167.058 0
151.13 -484.77 168.333 0
140.174 -488.866 169.376 0
128.907 -492.385 170.574 0
117.365 -495.197 171.672 0
105.794 -498.008 171.442 0
93.9839 -500.085 173.134 0
82.0266 -501.537 173.925 0
69.9416 -502.238 174.891 0
57.8072 -503.278 176.034 0
45.5581 -503.287 176.814 0
33.2756 -502.543 177.792 0
20.9404 -502.203 178.792 0
8.59134 -500.945 179.385 0
-3.8129 -499.392 180.626 0
-16.2391 -497.424 181.802 0
-28.775 -495.891 182.736 0
-41.3689 -494.226 183.571 0
-54.0624 -492.683 184.768 0
-66.8337 -491.366 185.823 0
-79.7109 -490.095 186.998 0
-92.6184 -488.984 187.646 0
-105.659 -488.051 188.866 0
-118.747 -487.267 189.822 0
-131.944 -486.524 190.898 0
-145.212 -485.734 191.953 0
-158.361 -484.391 192.107 0
-171.634 -483.166 192.305 0
-184.944 -481.765 193.315 0
-198.293 -480.211 194.37 0
-211.712 -478.505 195.491 0
-225.198 -476.929 196.523 0
-238.728 -475.302 197.194 0
-252.338 -473.484 198.04 0
-265.872 -471.468 198.018 0
-279.358 -468.802 198.127 0
-292.584 -465.256 197.6 0
-305.577 -460.932 197.084 0
-318.112 -455.539 196.469 0
-330.16 -449.215 195.721 0
-341.658 -441.985 195.579 0
-352.409 -433.843 194.7 0
-362.472 -424.882 194.227 0
-371.977 -415.324 193.986 0
-380.574 -405.003 193.788 0
-388.592 -394.194 193.953 0
-395.934 -382.934 193.909 0
-402.472 -371.174 193.854 0
-408.318 -359.047 193.92 0
-413.235 -346.525 194.041 0
-417.406 -333.715 194.172 0
-420.968 -320.688 194.612 0
-423.744 -307.437 194.7 0
-425.477 -294.071 192.722 0
-425.993 -280.885 188.295 0
-425.256 -267.955 184.79 0
-423.486 -255.36 181.318 0
-420.593 -243.182 178.759 0
-416.549 -231.595 174.628 0
-411.836 -220.599 171.101 0
-407.366 -209.632 169.025 0
-404.058 -198.482 165.74 0
-401.975 -187.281 162.565 0
-401.089 -176.171 159.192 0
-401.245 -165.2 157.104 0
-402.904 -154.462 155.808 0
-405.529 -144.016 154.874 0
-409.282 -133.975 154.402 0
-414.128 -124.426 154.578 0
-419.942 -115.397 154.951 0
-426.468 -106.776 156.467 0
-433.824 -98.7657 157.423 0
-441.746 -91.1735 158.95 0
-450.123 -83.8987 160.741 0
-458.49 -76.4674 162.422 0
-467.097 -69.076 164.366 0
-475.754 -61.5421 166.245 0
-483.957 -53.453 167.454 0
-492.575 -45.5567 169.288 0
-501.221 -37.5056 171.057 0
-509.869 -29.2771 172.782 0
-518.144 -20.7856 171.892 0
-526.564 -12.1091 174.496 0
-534.792 -3.15034 175.968 0
-542.774 6.11986 177.001 0
-550.418 15.7982 178.297 0
-558.002 25.6098 179.484 0
-565.277 35.7824 180.901 0
-572.671 45.9691 182.076 0
-579.534 56.6361 183.417 0
-586.325 67.4005 184.186 0
-592.786 78.4911 185.394 0
-599.078 89.7762 186.691 0
-605.074 101.317 187.943 0
-611.514 112.644 188.503 0
-617.585 124.281 189.624 0
-623.494 136.093 190.789 0
-630.028 147.646 191.382 0
-636.138 159.492 192.458 0
-641.991 171.544 193.447 0
-648.215 183.436 193.744 0
-654.107 195.587 194.425 0
-659.903 207.824 194.974 0
-665.549 220.167 195.864 0
-670.887 232.706 196.699 0
-676.017 245.396 197.545 0
-680.973 258.218 198.369 0
-687.074 270.573 198.435 0
-691.896 283.506 199.149 0
-696.446 296.594 199.929 0
-701.742 309.461 200.27 0
-706.215 322.65 200.841 0
-710.192 336.036 201.401 0
-713.749 349.583 202.028 0
-718.192 362.873 202.083 0
-721.521 376.522 202.566 0
-724.369 390.317 203.159 0
-727.903 404.021 203.752 0
-730.914 417.851 204.148 0
-733.728 431.765 204.73 0
-736.236 445.779 205.323 0
-738.946 459.735 205.269 0
-741.237 473.836 205.444 0
-743.298 487.977 206.027 0
-744.921 502.208 206.499 0
-746.601 516.479 206.906 0
-747.832 530.809 207.367 0
-748.682 545.202 207.894 0
-749.28 559.644 208.433 0
-749.641 574.131 208.949 0
-751.557 588.424 208.521 0
-751.83 602.915 208.927 0
-751.729 617.439 209.41 0
-752.343 631.97 209.213 0
-752.206 646.507 209.553 0
-751.686 661.064 210.004 0
-750.923 675.644 210.498 0
-751.117 690.301 210.333 0
-750.22 704.894 210.773 0
-749.551 719.559 210.399 0
-748.183 734.103 210.487 0
-746.898 748.817 211.465 0
-745.156 763.367 210.762 0
-742.911 777.831 210.948 0
-740.301 792.26 211.388 0
-738.935 807.13 211.311 0
-736.26 821.529 210.443 0
-733.769 836.184 211.311 0
-730.473 850.445 210.366 0
-727.285 864.944 211.091 0
-723.164 879.067 210.74 0
-718.211 892.753 208.916 0
-712.307 906.12 208.444 0
-705.366 918.816 207.191 0
-697.336 930.684 204.939 0
-688.579 941.824 203.555 0
-678.729 951.86 201.478 0
-668.182 961.003 200.226 0
-657.157 969.449 200.072 0
-645.466 976.891 199.094 0
-633.396 983.56 198.391 0
-620.796 989.144 197.897 0
-607.902 993.84 197.391 0
-594.776 997.684 196.864 0
-581.414 1000.48 196.479 0
-567.928 1002.46 196.249 0
-554.357 1003.73 196.425 0
-540.689 1004.73 197.325 0
-526.984 1005.68 197.952 0
-513.243 1006.59 198.82 0
-499.438 1007.58 199.479 0
-485.857 1008.56 191.085 0
-473.261 1009.61 176.001 0
-461.645 1010.9 162.576 0
-450.905 1012.68 150.919 0
-440.957 1015.13 145.063 0
-431.358 1018.52 146.129 0
-422.072 1022.59 146.195 0
-413.332 1027.5 141.339 0
-405.591 1032.62 129.672 0
-398.725 1037.85 119.487 0
-392.432 1043.03 115.576 0
-386.24 1048.2 115.455 -1
-379.979 1053.13 113.917 0
-373.598 1057.22 106.084 0
-367.116 1060.25 100.426 0
-360.488 1062.27 98.3936 0
-353.773 1063.37 97.7014 0
-346.979 1063.8 98.1409 0
-340.201 1063.52 97.0532 0
-333.687 1062.35 93.7024 0
-327.642 1060.27 90.78 0
-322.182 1057.33 88.1543 0
-317.361 1053.65 87.1545 0
-313.181 1049.3 86.7151 0
-309.664 1044.37 87.2424 0
-306.96 1038.95 87.3523 0
-305.122 1033.18 87.4622 0
-304.23 1027.15 88.5938 0
-304.281 1020.95 90.2856 0
-305.204 1014.69 92.2852 0
-306.876 1008.43 94.3945 0
-309.621 1002.37 97.0422 0
-313.162 996.575 99.1956 0
-317.548 991.132 102.404 0
-322.616 985.993 105.59 0
-328.101 980.891 109.688 0
-334.041 975.938 113.247 0
-340.233 970.948 116.576 0
-346.719 965.966 118.927 0
-353.479 961.133 120.201 0
-360.495 955.969 124.233 0
-367.782 950.939 128.507 0
-375.357 946.037 131.44 0
-383.099 941.068 134.088 0
-391.24 936.366 136.846 0
-399.697 931.838 139.57 0
-408.077 927.086 141.361 0
-417.046 922.907 143.789 0
-426.144 918.703 145.294 0
-435.531 914.654 147.766 0
-445.092 910.705 150.062 0
-454.829 906.797 152.238 0
-464.634 902.679 154.303 0
-474.553 898.528 156.149 0
-484.539 894.14 158.115 0
-494.292 889.102 159.291 0
-503.776 883.391 160.4 0
-513.025 877.092 161.796 0
-521.857 870.14 162.883 0
-530.4 862.68 164.147 0
-538.594 854.706 165.267 0
-546.505 846.321 166.761 0
-554.122 837.549 168.267 0
-561.486 828.432 169.739 0
-568.654 819.014 171.233 0
-575.563 809.272 172.804 0
-582.71 799.715 172.408 0
-589.438 789.672 174.562 0
-595.73 779.283 175.594 0
-601.33 768.47 176.155 0
-606.136 757.245 176.177 0
-610.215 745.694 176.649 0
-613.339 733.83 177.034 0
-615.342 721.689 177.748 0
-616.66 709.407 178.352 0
-617.008 697.022 179.231 0
-616.519 684.574 179.956 0
-615.503 672.152 180.879 0
-613.645 659.72 181.351 0
-610.969 647.369 182.67 0
-607.556 635.134 183.505 0
-603.807 622.928 184.691 0
-599.237 610.927 185.383 0
-593.829 599.218 186.284 0
-588.791 587.271 187.471 0
-583.04 575.695 183.878 0
-577.345 564.774 171.65 0
-571.778 554.796 159.291 0
-566.308 545.644 147.722 0
-560.734 537.361 139.34 0
-554.714 529.948 134 0
-547.958 523.102 137.131 0
-540.599 516.951 137.823 0
-533.047 511.384 132.44 0
-525.688 506.618 122.355 0
-518.362 502.833 114.719 0
-511.261 499.739 108.237 0
-504.685 496.38 104.282 0
-498.551 492.419 104.546 0
-492.831 487.773 106.479 0
-487.608 482.502 107.183 0
-483.108 476.557 107.842 0
-479.417 470.089 107.468 0
-476.645 463.175 107.809 0
-474.781 455.876 109.611 0
-473.647 448.287 111.39 0
-473.397 440.427 114.412 0
-473.427 432.376 117.499 0
-473.621 424.124 120.509 0
-473.803 415.671 123.431 0
-473.877 407.021 125.87 0
-473.901 398.169 129.067 0
-473.833 389.135 131.638 0
-473.868 379.896 134.55 0
-473.925 370.507 136.934 0
-474.029 360.906 139.68 0
-474.114 351.116 142.361 0
-473.913 341.252 144.141 0
-473.888 331.18 146.118 0
-473.905 320.962 148.326 0
-474.022 310.588 150.557 0
-474.11 300.126 152.128 0
-474.283 289.492 154.281 0
-474.184 278.742 155.951 0
-473.745 267.872 157.643 0
-472.859 256.901 159.39 0
-471.348 245.924 160.774 0
-469.293 234.898 162.378 0
-467.025 223.834 163.938 0
-464.064 212.791 165.487 0
-461.219 201.664 166.838 0
-457.747 190.554 168.486 0
-454.319 179.351 169.772 0
-450.251 168.234 171.277 0
-446.26 157.014 172.189 0
-441.707 145.957 172.343 0
-437.238 134.665 173.914 0
-432.478 123.407 176.385 0
-427.48 112.17 177.814 0
-422.311 100.903 179.209 0
-417.026 89.5867 180.571 0
-412.523 77.9664 181.241 0
-407.048 66.5874 182.461 0
-401.642 55.1601 183.23 0
-395.854 43.7865 184.384 0
-389.801 32.4579 185.592 0
-383.574 21.1294 186.768 0
-377.174 9.80426 187.932 0
-371.868 -1.97417 188.185 0
-365.41 -13.3783 189.294 0
-358.661 -24.7018 190.426 0
-352.272 -36.2101 190.865 0
-345.287 -47.5197 191.964 0
-338.083 -58.7777 192.986 0
-331.396 -70.3627 193.524 0
-324.279 -81.7082 192.502 0
-316.921 -93.0239 194.304 0
-309.171 -104.117 194.974 0
-300.889 -114.838 195.183 0
-292.016 -125.061 195.282 0
-282.537 -134.748 195.139 0
-272.395 -143.737 195.271 0
-261.867 -152.212 194.897 0
-250.666 -159.813 194.897 0
-239.046 -166.728 194.667 0
-226.932 -172.633 194.26 0
-214.506 -177.853 194.073 0
-201.744 -182.168 194.062 0
-188.71 -185.575 193.997 0
-175.468 -187.62 193.282 0
-162.141 -189.044 192.997 0
-148.762 -189.718 192.964 0
-135.337 -189.515 193.118 0
-121.959 -188.572 193.206 0
-108.662 -186.731 193.513 0
-95.2965 -184.734 193.832 0
-82.2061 -181.628 193.755 0
-69.248 -177.816 193.92 0
-56.6249 -173.155 193.722 0
-44.3169 -167.623 193.755 0
-32.4023 -161.336 193.645 0
-20.9967 -154.213 193.107 0
-10.2289 -146.22 192.7 0
-0.0352631 -137.577 192.415 0
9.24275 -127.997 191.755 0
17.8731 -117.864 191.755 0
25.96 -107.267 192.228 0
33.415 -96.1753 192.7 0
40.4926 -84.8372 192.975 0
47.0014 -73.0967 193.7 0
53.7166 -61.3885 194.414 0
59.881 -49.3467 195.216 0
66.169 -37.3022 195.403 0
72.2227 -25.1186 196.337 0
78.0547 -12.763 197.194 0
84.3717 -0.534317 197.391 0
90.4074 11.8127 198.347 0
96.8176 24.0462 198.732 0
103.838 35.9442 198.633 0
111.73 47.2399 198.204 0
120.279 57.9973 197.787 0
129.729 67.8806 196.831 0
139.917 76.9573 195.743 0
150.664 85.2291 195.007 0
162.172 92.2338 193.359 0
174.197 98.1174 192.371 0
186.637 102.967 192.239 0
199.36 106.903 191.689 0
212.321 109.714 190.547 0
225.405 111.253 189.174 0
238.499 111.558 188.086 0
251.467 110.736 186.757 0
264.197 108.678 184.922 0
276.68 105.751 184.263 0
288.619 101.423 182.659 0
299.932 96.0356 180.527 0
310.559 89.5325 179.264 0
320.618 82.2188 179.066 0
329.921 74 178.44 0
336.986 64.0273 175.221 0
343.82 53.9988 174.76 0
348.786 43.1 172.035 0
353.029 31.9594 171.716 0
355.755 20.4398 170.629 0
357.219 8.7778 169.64 0
357.855 -2.97414 169.893 0
357.011 -14.6495 169.398 0
355.577 -26.3347 170.013 0
352.73 -37.6844 169.695 0
349.364 -48.9847 170.101 0
344.588 -59.6953 169.64 0
339.098 -70.1211 170.046 0
332.5 -79.8581 170.134 0
325.119 -89.0463 170.255 0
317.006 -97.6241 170.497 0
308.256 -105.627 171.123 0
298.888 -112.964 172.068 0
289.182 -119.982 173.441 0
279.163 -126.745 174.814 0
269.228 -133.717 176.078 0
259.155 -140.653 177.155 0
249.092 -147.77 178.517 0
238.953 -154.908 179.451 0
228.642 -161.989 180.791 0
218.17 -168.932 182 0
207.6 -175.934 183.329 0
197.208 -183.226 184.252 0
186.721 -190.553 185.295 0
176.08 -197.868 186.746 0
165.259 -205.003 187.866 0
154.15 -211.907 189.075 0
142.726 -218.269 189.745 0
130.929 -224.18 190.558 0
118.787 -229.348 191.151 0
106.268 -233.774 191.678 0
93.5714 -237.55 192.008 0
80.5381 -240.318 192.096 0
67.3894 -242.363 192.48 0
54.1088 -243.574 191.426 0
40.7305 -244.122 192.92 0
27.2948 -244.129 193.733 0
13.8204 -243.871 194.502 0
0.302826 -243.864 194.974 0
-13.2306 -244.495 195.205 0
-26.6171 -246.334 194.865 0
-39.79 -249.139 194.392 0
-52.7253 -252.895 193.766 0
-65.074 -257.925 192.843 0
-77.1278 -263.732 192.7 0
-88.5189 -270.599 192.349 0
-99.5703 -278.113 192.557 0
-110.053 -286.288 192.524 0
-120.013 -295.158 192.085 0
-129.09 -304.842 191.107 0
-137.408 -315.158 190.613 0
-144.82 -326.113 190.481 0
-150.584 -337.839 188.943 0
-155.42 -349.978 188.306 0
-159.422 -362.416 188.108 0
-161.936 -375.094 186.603 0
-163.263 -387.914 185.79 0
-163.574 -400.755 185.164 0
-162.957 -413.601 185.691 0
-161.759 -426.47 186.537 0
-160.033 -439.268 186.877 0
-157.984 -452.112 187.789 0
-155.994 -465.033 188.866 0
-153.919 -478.019 189.921 0
-152.234 -491.07 190.503 0
-150.392 -504.186 191.448 0
-148.76 -517.378 192.107 0
-147.369 -530.675 193.03 0
-146.22 -544.007 193.546 0
-145.075 -557.4 194.26 0
-143.982 -570.873 195.062 0
-142.711 -584.314 195.271 0
-141.374 -597.83 195.952 0
-139.728 -611.305 196.249 0
-138.07 -624.849 196.886 -1
-136.493 -638.372 197.084 0
-134.876 -651.977 197.699 0
-133.256 -665.619 198.237 0
-132.054 -679.211 197.93 0
-130.705 -692.898 198.457 0
-129.312 -706.613 199.05 0
-128.006 -720.383 199.6 0
-126.508 -734.058 199.512 0
-125.117 -747.861 200.149 0
-123.454 -761.617 200.303 0
-121.271 -775.318 200.039 0
-118.321 -788.876 199.709 0
-114.147 -802.046 199.006 0
-109.273 -814.958 198.611 0
-103.373 -827.419 198.237 0
-96.5248 -839.324 197.523 0
-88.9064 -850.718 197.303 0
-80.4558 -861.481 197.128 0
-71.3216 -871.658 196.853 0
